168,420.85
80,112.06
165,36.35
175,264.87
195,301.97
60,188.90
165,273.21
150,253.72
195,161.78
166,465.20
149,197.90
73,23.67
55,316.11
24,425.44
151,339.58
109,83.37
119,145.40
1,497.98
156,35.07
251,379.58
111,186.46
118,126.17
24,442.35
67,164.64
120,10.46
128,22.15
151,379.58
28,285.01
134,200.12
65,332.33
20,10.46
253,18.35
124,23.80
121,436.11
152,194.72
48,24.52
24,255.41
165,7.66
71,56.38
191,138.68
31,218.53
66,97.39
322,467.97
30,123.07
176,489.62
126,175.83
38,106.23
87,204.65
52,146.11
74,201.46
195,450.05
38,430.50
192,286.30
37,93.31
87,94.73
54,353.36
49,453.74
196,279.51
37,250.51
81,401.02
341,124.44
192,162.27
171,111.31
37,24.09
153,18.35
174,23.80
111,436.11
153,194.72
48,64.52
24,455.41
165,17.36
171,56.38
191,178.68
11,218.53
66,417.39
122,467.97
31,123.07
176,489.61
176,389.61
176,589.61
126,175.84
38,105.23
87,404.65
52,123.11
94,201.46
195,450.06
38,420.50
392,286.30
47,93.31
87,94.03
54,153.36
49,459.74
196,279.50
17,250.51
181,401.02
141,124.44
392,162.27
47,24.19
40,364.41
198,14.61
98,345.66
85,365.37
133,450.11
193,344.82
61,383.82
147,388.44
106,171.74
133,415.77
179,65.28
42,181.21
57,13.91
56,139.83
29,368.47
77,1.98
9,448.48
48,221.73
35,277.04
13,224.11
75,195.33
138,419.23
164,90.76
24,473.61
149,15.29
139,41.04
96,68.20
35,19.84
167,277.84
78,260.90
178,284.51
56,486.53
64,193.04
105,376.05
192,111.42
46,186.38
25,342.32
49,483.86
66,51.11
170,75.10
43,226.81
149,226.38
69,339.27
103,292.99
7,329.92
138,488.98
158,426.81
200,160.50
137,202.02
24,146.19
40,386.94
183,444.40
81,107.14
2,455.25
96,349.98
124,262.48
83,269.32
6,140.55
128,51.15
99,471.29
9,499.93
20,374.30
48,470.91
171,439.07
39,168.80
153,431.63
104,24.62
66,234.04
73,189.48
41,148.71
179,302.53
16,239.21
108,339.90
8,259.96
61,381.56
149,467.70
111,413.73
168,26.22
62,486.04
90,472.07
177,139.09
163,178.20
70,414.62
155,187.52
168,431.00
161,138.82
189,493.17
141,324.44
63,21.32
114,33.31
36,323.84
6,389.42
60,91.56
175,498.80
186,280.87
170,25.96
182,427.28
168,200.64
178,109.22
198,340.61
46,453.03
118,1.41
153,372.28
45,360.42
130,130.92
199,317.97
110,187.91
197,157.14
70,223.11
142,24.32
162,118.10
160,376.01
70,172.63
97,310.56
36,174.69
139,222.97
82,334.17
139,175.84
149,433.68
14,7.67
192,287.11
57,403.09
155,488.89
142,19.40
16,456.62
78,247.19
16,3.44
179,212.06
109,167.95
46,86.90
174,166.39
32,162.69
35,283.81
178,485.93
166,199.42
175,122.06
151,306.82
77,249.27
58,175.06
80,117.13
141,279.93
48,460.22
85,441.06
103,181.74
38,222.30
63,246.98
110,394.48
173,167.45
135,300.38
104,216.10
164,266.32
154,363.23
118,373.38
40,176.38
71,186.59
108,292.34
129,247.39
61,41.35
148,226.79
170,79.81
178,245.35
164,196.16
162,170.27
2,196.54
152,184.31
37,151.15
20,350.77
59,73.89
152,29.84
101,377.30
122,320.64
128,179.23
50,419.74
20,213.99
189,474.36
53,485.93
41,165.59
7,24.75
50,206.60
98,170.21
130,318.74
110,362.60
110,113.73
133,452.14
26,443.11
137,436.89
183,294.83
105,179.73
31,171.10
198,437.04
9,243.98
125,194.65
58,212.37
20,54.00
69,104.27
41,349.82
78,386.04
121,320.33
63,24.39
128,101.50
90,316.21
85,32.56
135,342.39
10,311.06
80,405.04
108,474.35
111,499.68
198,14.74
75,365.25
77,493.67
52,105.04
58,98.93
14,198.91
38,308.32
155,358.25
163,163.90
51,118.30
67,70.79
159,444.94
79,155.85
171,283.86
112,427.16
47,340.57
111,212.08
183,265.53
141,252.54
185,211.72
109,20.64
39,397.15
50,420.37
80,463.66
26,440.33
149,147.02
139,419.54
169,259.13
8,199.29
42,54.94
165,351.17
30,318.48
39,457.09
196,226.73
137,434.46
168,440.37
182,118.85
81,387.20
160,274.40
5,379.19
6,469.20
140,325.13
10,23.88
88,279.29
140,248.63
77,235.51
162,15.45
25,259.11
126,295.97
190,77.79
155,486.55
83,302.29
24,16.09
156,249.44
153,150.84
117,14.06
57,303.04
141,348.17
115,393.70
42,371.83
71,103.00
5,239.26
116,398.71
30,316.77
196,229.86
54,428.59
45,178.93
187,146.17
40,115.54
137,40.41
151,318.61
134,227.66
188,1.64
135,213.06
96,496.92
31,384.47
198,342.60
125,46.10
26,169.75
295,364.67
23,187.56
198,381.69
90,33.77
128,387.86
198,430.62
66,136.45
74,482.19
121,264.05
113,285.44
112,396.41
39,286.16
64,41.01
38,41.59
165,51.53
131,228.90
179,57.84
113,403.90
31,99.90
78,124.08
8,109.55
20,285.03
32,273.19
60,109.00
28,468.95
15,218.95
52,308.08
112,278.44
52,280.08
191,131.76
27,60.51
135,257.93
80,385.23
117,89.02
167,69.30
40,154.41
175,474.63
163,80.85
67,46.49
123,109.86
160,56.80
139,269.17
39,16.23
145,364.57
144,48.42
145,27.15
49,140.39
132,130.54
12,286.85
19,450.82
47,309.43
144,438.55
10,182.11
184,267.24
154,409.65
182,219.00
104,127.48
19,47.07
23,214.62
9,315.92
2,428.63
160,111.02
147,183.52
95,243.97
94,308.95
176,242.20
125,64.13
115,377.88
89,21.72
188,98.26
116,92.39
50,24.31
127,458.75
182,35.21
86,129.25
88,191.34
191,70.58
165,229.70
69,138.01
142,226.45
8,214.14
41,88.28
100,101.29
149,260.89
38,56.62
194,158.88
179,498.79
187,260.89
137,86.74
124,350.64
4,228.10
42,284.73
51,430.98
69,348.04
36,257.37
28,360.15
79,199.91
117,414.93
178,397.21
143,72.14
189,343.41
84,314.29
10,283.14
22,64.14
171,194.55
72,169.72
63,239.12
151,421.92
41,26.11
149,119.76
33,261.92
39,255.72
35,341.76
192,288.71
81,138.21
104,202.62
142,457.12
196,296.79
43,481.60
176,145.71
165,45.39
145,83.31
124,317.23
38,168.26
34,40.44
121,289.78
32,37.85
88,382.16
124,292.51
80,390.37
100,119.81
30,452.07
142,374.90
174,62.76
46,284.58
16,355.52
184,235.17
149,158.58
41,351.72
129,193.62
133,332.93
160,124.48
171,375.48
125,140.20
75,104.10
49,96.19
7,98.04
172,491.93
3,391.01
181,242.53
137,48.04
58,23.99
13,499.18
45,122.95
146,194.06
194,371.15
181,50.83
105,320.15
131,443.44
39,494.88
32,139.06
112,475.79
182,154.83
23,122.72
107,90.54
63,113.41
14,62.12
72,495.35
128,404.91
122,52.03
137,338.65
48,467.02
54,139.86
59,294.64
81,245.23
46,141.57
184,83.57
128,309.57
104,32.83
170,115.04
18,207.34
4,127.43
160,302.41
82,67.85
1,398.15
13,281.53
28,295.77
86,67.49
84,68.68
1,357.14
57,112.11
22,135.73
62,350.29
78,302.27
173,328.35
87,257.11
94,391.98
191,105.06
166,439.01
77,209.18
122,375.85
22,109.90
63,283.29
147,327.15
197,451.59
54,89.32
38,137.69
168,256.06
139,461.52
2,309.76
166,402.86
117,197.05
94,429.89
126,439.22
26,275.09
127,344.42
193,165.03
154,22.36
48,134.92
42,285.89
172,445.53
166,174.47
133,152.57
79,117.86
136,21.23
112,409.89
147,277.52
122,327.82
182,229.37
135,372.59
171,315.78
51,310.50
142,296.49
161,242.29
171,54.61
10,447.80
181,456.81
97,22.37
145,95.24
125,348.18
160,136.08
165,61.53
128,474.77
131,347.53
123,41.38
10,189.95
61,295.69
53,221.26
54,409.62
197,89.84
142,172.84
3,215.20
45,270.60
187,39.49
144,459.21
69,368.36
163,83.63
132,481.49
117,263.71
38,210.24
47,465.46
52,268.41
136,175.65
42,227.55
159,175.02
163,317.41
135,158.01
173,182.14
56,232.37
2,49.29
16,27.62
30,189.19
62,107.01
115,125.23
49,469.57
52,302.59
33,216.85
151,139.72
36,400.13
66,366.90
148,454.60
39,10.01
172,375.00
78,40.57
117,470.22
188,271.34
46,220.39
93,314.77
194,40.53
196,194.33
87,108.66
66,214.06
31,420.59
135,246.27
136,446.19
7,109.36
114,55.39
107,117.09
80,19.71
111,305.05
119,129.56
105,20.35
53,55.79
53,271.49
122,351.82
63,193.30
139,9.95
15,236.03
91,360.55
159,321.56
85,117.43
167,240.40
62,103.02
78,396.54
96,119.30
119,317.89
85,323.91
192,121.20
25,7.78
106,387.17
54,450.36
97,408.20
101,191.36
192,6.28
9,185.44
184,377.04
45,143.96
124,137.24
42,359.56
105,375.55
48,325.10
2,384.03
95,277.39
111,498.57
67,495.06
116,329.64
73,430.78
193,321.98
64,38.35
59,479.90
73,269.87
64,493.77
67,140.02
198,73.75
49,125.44
24,108.05
89,225.84
77,275.22
160,326.16
90,347.63
18,54.56
162,336.61
166,208.17
74,336.48
137,375.37
130,172.54
127,394.10
169,462.59
157,230.82
49,81.04
82,44.86
159,431.20
109,249.04
157,115.25
193,130.65
28,408.36
156,249.96
21,441.70
178,362.29
197,76.43
196,8.78
24,463.14
174,191.13
109,469.88
24,17.86
122,124.86
48,215.27
127,114.86
10,96.83
180,496.55
99,493.09
137,455.86
87,4.12
57,443.39
172,234.04
184,300.60
191,164.20
186,131.93
88,287.91
89,366.71
96,212.08
39,146.50
67,64.35
75,307.55
52,446.79
25,93.60
82,206.17
40,165.69
114,434.40
190,296.26
129,352.85
200,379.98
124,116.61
186,423.69
197,488.52
154,181.88
52,263.99
198,325.19
13,163.87
97,132.03
76,465.74
130,371.45
51,147.80
8,166.58
122,105.04
64,409.49
55,161.96
130,472.99
23,85.80
126,20.88
63,70.66
56,19.35
196,441.94
4,459.82
43,476.45
167,96.12
163,396.95
82,86.38
157,126.13
165,166.18
1,243.24
200,197.62
138,338.79
188,203.54
35,275.98
98,360.64
2,283.31
86,351.82
118,385.58
37,34.52
63,138.40
164,479.20
108,200.59
4,379.02
157,463.54
165,90.73
91,405.91
198,317.80
144,39.70
141,339.42
1,78.92
112,300.74
190,175.72
54,182.05
163,240.26
895,275.48
134,5.51
10,410.79
120,24.23
159,291.99
93,467.99
71,412.48
176,482.99
111,302.99
165,184.64
146,422.07
105,462.49
107,133.13
34,115.58
123,58.11
191,122.58
151,301.22
169,287.77
108,405.46
132,491.78
70,67.29
42,231.34
111,229.63
160,427.21
69,105.40
195,99.30
166,323.13
49,116.65
57,140.44
151,118.52
112,127.08
155,28.56
199,153.14
99,270.73
100,398.80
134,307.94
112,129.11
179,142.43
117,38.94
15,258.72
70,265.46
5,348.01
120,350.35
16,432.66
76,435.79
162,460.89
184,409.31
99,364.97
80,471.23
78,158.32
48,225.24
99,493.30
65,280.25
54,242.08
142,93.39
178,433.46
74,80.86
114,485.59
94,252.53
53,478.20
185,20.70
90,241.95
87,275.30
10,235.51
82,471.92
27,224.44
85,139.13
30,276.00
18,131.35
168,361.86
74,309.18
76,161.35
10,208.46
4,122.62
77,22.64
155,106.60
22,293.12
117,156.65
3,300.67
85,395.77
46,464.64
48,274.25
191,378.58
198,255.07
45,85.91
98,396.18
74,62.66
146,296.57
196,275.21
25,40.06
9,370.65
14,176.45
95,228.80
31,168.11
167,493.23
140,309.51
137,29.65
82,41.99
47,496.12
72,348.53
54,306.01
119,132.56
5,74.99
115,242.69
39,114.94
192,5.21
176,178.57
84,407.59
21,221.31
3,398.58
113,202.60
115,260.08
199,323.52
74,277.12
51,39.85
172,165.83
66,153.28
49,152.81
70,222.32
67,230.65
79,410.93
172,22.19
173,406.44
138,486.46
41,159.99
116,143.84
145,199.53
119,70.61
84,30.52
151,382.43
51,17.21
174,137.40
26,327.14
177,242.52
118,49.94
39,37.84
113,30.52
119,469.66
2,375.18
137,147.54
52,323.73
76,225.96
89,241.16
109,469.56
101,201.25
151,188.96
39,415.27
50,234.04
158,145.89
142,269.95
116,140.34
82,12.55
28,391.17
191,85.35
180,177.42
71,237.41
1,67.72
182,233.53
71,154.63
46,421.10
191,259.33
172,495.13
114,248.85
116,172.25
124,245.01
31,258.53
174,246.93
47,213.96
165,270.39
68,11.67
108,195.75
25,311.95
57,391.87
53,109.18
78,401.39
137,141.23
55,170.79
198,302.42
9,355.46
152,406.41
142,454.61
57,250.39
86,364.05
48,370.62
18,401.14
66,279.44
146,98.11
64,324.42
56,211.98
125,345.29
154,417.88
42,262.59
25,320.15
39,116.27
198,154.81
194,130.92
164,455.64
165,77.47
